,organism,last_update
919,Pyrococcus_kukulkanii,2023-06-22 14:30:00
920,Pyrococcus_sp._NA2,2023-06-22 12:37:00
921,Pyrococcus_sp._ST04,2023-06-22 12:49:00
922,Pyrococcus_yayanosii,2023-06-22 12:40:00
923,Pyrodictium_delaneyi,2023-06-22 13:55:00
924,Pyrodictium_occultum,2023-06-22 14:05:00
925,Pyrolobus_fumarii,2023-06-22 12:42:00
926,Saccharolobus_caldissimus,2023-06-22 22:43:00
927,Saccharolobus_shibatae,2023-06-22 21:48:00
928,Saccharolobus_solfataricus,2023-06-22 16:46:00
929,Salarchaeum_japonicum,2023-06-22 22:38:00
930,Salarchaeum_sp._JOR-1,2023-06-22 17:56:00
931,Salella_cibi,2023-06-22 14:52:00
932,Salinadaptatus_halalkaliphilus,2023-06-22 17:37:00
933,Salinarchaeum_laminariae,2023-06-22 23:24:00
934,Salinarchaeum_sp._Harcht-Bsk1,2023-06-22 12:54:00
935,Salinarchaeum_sp._IM2453,2023-06-22 22:10:00
936,Salinibaculum_litoreum,2023-06-22 18:34:00
937,Salinigranum_halophilum,2023-06-22 17:44:00
938,Salinigranum_rubrum,2023-06-22 16:01:00
939,Salinigranum_salinum,2023-06-22 18:18:00
940,Salinigranum_sp._XZGYJ-43,2023-06-23 01:33:00
941,Salinirubellus_salinus,2023-06-23 00:09:00
942,Salinirubellus_sp._BND22,2023-06-22 23:50:00
943,Salinirubrum_litoreum,2023-06-22 22:37:00
944,Salinirussus_salinus,2023-06-22 18:35:00
945,Saliphagus_infecundisoli,2023-06-22 22:25:00
946,Saliphagus_sp._LR7,2023-06-22 16:23:00
947,Saliphagus_sp._WLHS1,2023-06-22 23:47:00
948,Saliphagus_sp._WLHSJ1,2023-06-22 23:49:00
949,Staphylothermus_hellenicus,2023-06-22 12:41:00
950,Staphylothermus_marinus,2023-06-22 12:38:00
951,Stygiolobus_azoricus,2023-06-22 18:32:00
952,Stygiolobus_caldivivus,2023-06-22 22:10:00
953,Sulfodiicoccus_acidiphilus,2023-06-22 20:01:00
954,Sulfolobales_archaeon_Acd1,2023-06-22 12:52:00
955,Sulfolobus_acidocaldarius,2023-06-22 15:16:00
956,Sulfolobus_islandicus,2023-06-22 12:32:00
957,Sulfolobus_sp._A20,2023-06-22 14:31:00
958,Sulfolobus_sp._B1,2023-06-22 17:53:00
959,Sulfolobus_sp._E11-6,2023-06-22 18:26:00
960,Sulfolobus_sp._E5-1-F,2023-06-22 18:26:00
961,Sulfolobus_sp._S-194,2023-06-22 19:12:00
962,Sulfuracidifex_metallicus,2023-06-22 18:32:00
963,Sulfuracidifex_tepidarius,2023-06-22 18:06:00
964,Sulfurisphaera_ohwakuensis,2023-06-22 18:32:00
965,Sulfurisphaera_tokodaii,2023-06-22 12:32:00
966,Thaumarchaeota_archaeon_JGI_OTU-1,2023-06-22 13:14:00
967,Thaumarchaeota_archaeon_JGI_OTU-2,2023-06-22 13:14:00
968,Thaumarchaeota_archaeon_JGI_OTU-3,2023-06-22 13:14:00
969,Thaumarchaeota_archaeon_JGI_OTU-4,2023-06-22 13:14:00
970,Thaumarchaeota_archaeon_SCGC_AAA007-O23,2023-06-22 12:44:00
971,Thaumarchaeota_archaeon_SCGC_AAA282-K18,2023-06-22 13:25:00
972,Thaumarchaeota_archaeon_SCGC_AB-179-E04,2023-06-22 13:14:00
973,Thaumarchaeota_archaeon_SCGC_AB-539-E09,2023-06-22 12:50:00
974,Thaumarchaeota_archaeon_SCGC_AC-337_F14,2023-06-22 16:21:00
975,Thermocladium_modestius,2023-06-22 20:01:00
976,Thermococcus_aciditolerans,2023-06-22 18:03:00
977,Thermococcus_aggregans,2023-06-22 23:45:00
978,Thermococcus_alcaliphilus,2023-06-22 23:42:00
979,Thermococcus_argininiproducens,2023-06-22 23:36:00
980,Thermococcus_barophilus,2023-06-22 12:32:00
981,Thermococcus_barossii,2023-06-22 15:16:00
982,Thermococcus_bergensis,2023-06-22 22:30:00
983,Thermococcus_camini,2023-06-22 20:00:00
984,Thermococcus_celer,2023-06-22 15:16:00
985,Thermococcus_celericrescens,2023-06-22 14:07:00
986,Thermococcus_chitonophagus,2023-06-22 14:30:00
987,Thermococcus_cleftensis,2023-06-22 12:33:00
988,Thermococcus_eurythermalis,2023-06-22 13:34:00
989,Thermococcus_gammatolerans,2023-06-22 12:41:00
990,Thermococcus_gorgonarius,2023-06-22 15:16:00
991,Thermococcus_guaymasensis,2023-06-22 14:19:00
992,Thermococcus_henrietii,2023-06-22 15:49:00
993,Thermococcus_indicus,2023-06-22 17:33:00
994,Thermococcus_kodakarensis,2023-06-22 12:32:00
995,Thermococcus_litoralis,2023-06-22 12:38:00
996,Thermococcus_nautili,2023-06-22 13:14:00
997,Thermococcus_onnurineus,2023-06-22 12:40:00
998,Thermococcus_pacificus,2023-06-22 15:16:00
999,Thermococcus_paralvinellae,2023-06-22 13:14:00
1000,Thermococcus_peptonophilus,2023-06-22 14:19:00
1001,Thermococcus_piezophilus,2023-06-22 14:30:00
1002,Thermococcus_profundus,2023-06-22 15:16:00
1003,Thermococcus_radiotolerans,2023-06-22 15:16:00
1004,Thermococcus_sibiricus,2023-06-22 12:33:00
1005,Thermococcus_siculi,2023-06-22 15:16:00
1006,Thermococcus_sp._101_C5,2023-06-22 18:22:00
1007,Thermococcus_sp._18S1,2023-06-22 19:12:00
1008,Thermococcus_sp._21S7,2023-06-22 19:12:00
1009,Thermococcus_sp._21S9,2023-06-22 19:12:00
1010,Thermococcus_sp._2319x1,2023-06-22 14:07:00
1011,Thermococcus_sp._4557,2023-06-22 12:45:00
1012,Thermococcus_sp._5-4,2023-06-22 15:14:00
1013,Thermococcus_sp._813A4,2023-06-22 23:57:00
1014,Thermococcus_sp._9N3,2023-06-22 19:09:00
1015,Thermococcus_sp._AM4,2023-06-22 12:35:00
1016,Thermococcus_sp._Bubb.Bath,2023-06-22 19:12:00
1017,Thermococcus_sp._CX2,2023-06-22 19:12:00
1018,Thermococcus_sp._EP1,2023-06-22 13:55:00
1019,Thermococcus_sp._ES12,2023-06-22 19:09:00
1020,Thermococcus_sp._GR4,2023-06-22 19:09:00
1021,Thermococcus_sp._GR5,2023-06-22 19:09:00
1022,Thermococcus_sp._GR6,2023-06-22 19:09:00
1023,Thermococcus_sp._GR7,2023-06-22 19:09:00
1024,Thermococcus_sp._JCM_11816,2023-06-22 13:48:00
1025,Thermococcus_sp._JdF3,2023-06-22 19:12:00
1026,Thermococcus_sp._LS1,2023-06-22 19:12:00
1027,Thermococcus_sp._LS2,2023-06-22 19:12:00
1028,Thermococcus_sp._M36,2023-06-22 19:12:00
1029,Thermococcus_sp._M39,2023-06-22 19:12:00
1030,Thermococcus_sp._MAR1,2023-06-22 19:12:00
1031,Thermococcus_sp._MV11,2023-06-22 19:09:00
1032,Thermococcus_sp._MV5,2023-06-22 19:12:00
1033,Thermococcus_sp._P6,2023-06-22 15:16:00
1034,Thermococcus_sp._PK,2023-06-22 13:14:00
1035,Thermococcus_stetteri,2023-06-22 21:05:00
1036,Thermococcus_thioreducens,2023-06-22 14:50:00
1037,Thermococcus_zilligii,2023-06-22 12:48:00
1038,Thermofilum_adornatum,2023-06-22 13:43:00
1039,Thermofilum_pendens,2023-06-22 12:37:00
1040,Thermofilum_sp.,2023-06-22 22:41:00
1041,Thermogladius_calderae,2023-06-22 12:49:00
1042,Thermogymnomonas_acidicola,2023-06-22 14:50:00
1043,Thermoplasma_acidophilum,2023-06-22 12:35:00
1044,Thermoplasma_sp._Kam2015,2023-06-22 16:17:00
1045,Thermoplasma_volcanium,2023-06-22 12:35:00
1046,Thermoplasmatales_archaeon_A-plasma,2023-06-22 12:44:00
1047,Thermoplasmatales_archaeon_BRNA1,2023-06-22 12:46:00
1048,Thermoplasmatales_archaeon_SCGC_AB-539-C06,2023-06-22 12:51:00
1049,Thermoplasmatales_archaeon_SCGC_AB-539-N05,2023-06-22 12:50:00
1050,Thermoplasmatales_archaeon_SCGC_AB-540-F20,2023-06-22 12:51:00
1051,Thermoproteus_sp._AZ2,2023-06-22 13:24:00
1052,Thermoproteus_sp._CP80,2023-06-22 15:58:00
1053,Thermoproteus_tenax,2023-06-22 12:43:00
1054,Thermoproteus_uzoniensis,2023-06-22 12:45:00
1055,Thermosphaera_aggregans,2023-06-22 12:32:00
1056,Thermosphaera_sp.,2023-06-22 22:41:00
1057,Vulcanisaeta_distributa,2023-06-22 12:40:00
1058,Vulcanisaeta_moutnovskia,2023-06-22 12:44:00
1059,Vulcanisaeta_souniana,2023-06-23 00:25:00
1060,Vulcanisaeta_sp._EB80,2023-06-22 15:58:00
1061,Vulcanisaeta_sp._JCM_14467,2023-06-22 13:48:00
1062,Vulcanisaeta_sp._JCM_16159,2023-06-22 13:48:00
1063,Vulcanisaeta_sp._JCM_16161,2023-06-22 13:48:00
1064,Vulcanisaeta_thermophila,2023-06-22 14:32:00
1065,archaeon,2023-06-22 19:28:00
1066,crenarchaeote_JGI-OTU-1,2023-06-22 13:14:00
1067,crenarchaeote_SCGC_AAA261-C22,2023-06-22 12:48:00
1068,crenarchaeote_SCGC_AAA261-F05,2023-06-22 12:48:00
1069,crenarchaeote_SCGC_AAA261-G18,2023-06-22 12:48:00
1070,crenarchaeote_SCGC_AAA261-L14,2023-06-22 12:48:00
1071,crenarchaeote_SCGC_AAA261-L22,2023-06-22 12:48:00
1072,crenarchaeote_SCGC_AAA261-N13,2023-06-22 12:48:00
1073,crenarchaeote_SCGC_AAA261-N23,2023-06-22 12:48:00
1074,euryarchaeote_SCGC_AAA261-E04,2023-06-22 12:48:00
1075,euryarchaeote_SCGC_AAA261-G15,2023-06-22 12:48:00
1076,haloarchaeon_3A1-DGR,2023-06-22 12:46:00
1077,halophilic_archaeon,2023-06-22 16:21:00
1078,halophilic_archaeon_DL31,2023-06-22 12:44:00
1079,halophilic_archaeon_J07HB67,2023-06-22 12:46:00
1080,halophilic_archaeon_J07HX5,2023-06-22 12:54:00
1081,halophilic_archaeon_J07HX64,2023-06-22 12:46:00
1082,halophilic_archaeon_LT46,2023-06-22 17:14:00
1083,halophilic_archaeon_SHRA6,2023-06-22 17:14:00
1084,methanogenic_archaeon,2023-06-22 19:27:00
1085,methanogenic_archaeon_ISO4-H5,2023-06-22 14:29:00
1086,uncultured_Acidilobus_sp._CIS,2023-06-22 12:45:00
1087,uncultured_Acidilobus_sp._JCHS,2023-06-22 12:45:00
1088,uncultured_Acidilobus_sp._MG,2023-06-22 13:22:00
1089,uncultured_Acidilobus_sp._OSP8,2023-06-22 12:45:00
1090,uncultured_archaeon_A07HB70,2023-06-22 12:45:00
1091,uncultured_archaeon_A07HN63,2023-06-22 12:45:00
1092,uncultured_archaeon_A07HR60,2023-06-22 12:45:00
1093,uncultured_archaeon_A07HR67,2023-06-22 12:45:00
